SUBMISSION_DATETIME,FORM_TYPE,VP_REGION_NAME,DF_MARKET_NAME,LOCATION_NAME,CLASS,FIELD_INTELLIGENCE_TRANSLATED,TMO_NAME,PRODUCT_CATEGORY_NAME,PMI_PRODUCT_NAME,BRAND_NAME,BRAND_NAME_FROM,BRAND_NAME_TO
2024-09-23 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,USA,Location_C,Pricing,Customer reported price increase concern affecting purchase decisions,,Traditional,Philip Morris,,,
2024-02-19 00:00:00,CONSUMER_FEEDBACK,Europe,Germany,Location_B,Regulatory,Consumer preference shift towards premium products,,Traditional,HEETS,,,
2024-12-08 00:00:00,BRAND_SOURCING,Asia Pacific,South Africa,Location_A,Competition,Product availability issues during peak season,,E-Cigarettes,,,Brand_Z,IQOS
2023-03-15 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,UK,Location_H,Pricing,Regulatory changes affecting product availability,,Traditional,IQOS,,,
2024-05-05 00:00:00,CROSS_CATEGORY,Europe,France,Location_C,Availability,New product category showing strong adoption,,Heated Tobacco,,,,
2023-11-13 00:00:00,CROSS_CATEGORY,Asia Pacific,South Africa,Location_A,Consumer Behavior,Positive feedback on new product launch in the region,,Traditional,,,,
2024-10-08 00:00:00,TOBACCO_CATEGORY,Asia Pacific,France,Location_F,Consumer Behavior,Competitor promotion impacting market share,TMO_Gamma,Accessories,,Brand_B,,
2023-11-03 00:00:00,CROSS_CATEGORY,Latin America,Australia,Location_B,Service,Product availability issues during peak season,,E-Cigarettes,,,,
2023-07-18 00:00:00,BRAND_SOURCING,North America,Italy,Location_A,Regulatory,Market research indicates growth opportunity,,Nicotine Pouches,,,Brand_B,IQOS
2023-10-01 00:00:00,BRAND_SOURCING,Africa,USA,Location_B,Pricing,New product category showing strong adoption,,Traditional,,,Brand_X,IQOS
2024-08-21 00:00:00,INFRA_MAINTENANCE,Latin America,France,Location_B,Regulatory,Regulatory changes affecting product availability,,Accessories,,,,
2023-02-03 00:00:00,BRAND_SOURCING,North America,South Africa,Location_A,Consumer Behavior,Customer satisfaction high with recent product improvements,,Accessories,,,Competitor_1,IQOS
2024-05-24 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_F,Availability,Service training needs identified for retail staff,,Heated Tobacco,,,Competitor_2,PMI_Brand_3
2024-09-21 00:00:00,BRAND_SOURCING,Africa,Australia,Location_G,Availability,Positive brand perception following marketing campaign,,Nicotine Pouches,,,Competitor_2,PMI_Brand_3
2023-08-19 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_B,Consumer Behavior,Distribution challenges in remote locations,,Heated Tobacco,,,,
2024-01-22 00:00:00,INFRA_MAINTENANCE,Europe,France,Location_D,Pricing,Strong consumer interest in new heated tobacco category,,E-Cigarettes,,,,
2024-02-26 00:00:00,BRAND_SOURCING,North America,Japan,Location_D,Regulatory,Positive feedback on new product launch in the region,,Nicotine Pouches,,,Brand_A,Marlboro
2023-11-21 00:00:00,BRAND_SOURCING,Europe,South Africa,Location_A,Regulatory,Distribution challenges in remote locations,,Heated Tobacco,,,Competitor_1,PMI_Brand_3
2024-12-08 00:00:00,BRAND_SOURCING,North America,Brazil,Location_B,Product Quality,Stock shortage observed for premium product line,,Traditional,,,Competitor_2,PMI_Brand_1
2023-05-16 00:00:00,BRAND_SOURCING,Asia Pacific,Italy,Location_G,Competition,Retail partner feedback on product performance,,E-Cigarettes,,,Brand_Y,PMI_Brand_3
2024-04-26 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_F,Pricing,Competitive pricing pressure in premium segment,,E-Cigarettes,,,,
2024-01-27 00:00:00,CONSUMER_FEEDBACK,Africa,UK,Location_G,Product Quality,Service quality issues reported at retail locations,,Traditional,HEETS,,,
2023-12-12 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_G,Regulatory,Customer reported price increase concern affecting purchase decisions,,Traditional,,,,
2024-11-25 00:00:00,INFRA_MAINTENANCE,Africa,UK,Location_E,Consumer Behavior,Customer satisfaction high with recent product improvements,,Nicotine Pouches,,,,
2024-07-10 00:00:00,BRAND_SOURCING,Asia Pacific,Japan,Location_E,Availability,Competitor promotion impacting market share,,E-Cigarettes,,,Brand_Y,PMI_Brand_1
2023-06-15 00:00:00,CROSS_CATEGORY,North America,Brazil,Location_D,Consumer Behavior,Regulatory changes affecting product availability,,Heated Tobacco,,,,
2024-11-28 00:00:00,CROSS_CATEGORY,Africa,France,Location_D,Pricing,Distribution challenges in remote locations,,Accessories,,,,
2023-10-02 00:00:00,TOBACCO_CATEGORY,Europe,Canada,Location_A,Product Quality,Competitive pricing pressure in premium segment,TMO_Epsilon,Heated Tobacco,,Competitor_2,,
2024-01-20 00:00:00,CROSS_CATEGORY,Africa,UK,Location_G,Competition,Stock shortage observed for premium product line,,Nicotine Pouches,,,,
2024-07-01 00:00:00,TOBACCO_CATEGORY,Europe,France,Location_C,Consumer Behavior,Competitor promotion impacting market share,TMO_Epsilon,Traditional,,PMI_Brand_2,,
2023-04-29 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Japan,Location_A,Pricing,Positive brand perception following marketing campaign,,Nicotine Pouches,,,,
2024-10-12 00:00:00,TOBACCO_CATEGORY,Asia Pacific,USA,Location_E,Product Quality,Consumer switching behavior analysis shows retention improvement,TMO_Beta,Accessories,,PMI_Brand_3,,
2023-10-09 00:00:00,TOBACCO_CATEGORY,Africa,Canada,Location_G,Pricing,Regulatory changes affecting product availability,TMO_Beta,Accessories,,Marlboro,,
2023-12-06 00:00:00,INFRA_MAINTENANCE,Asia Pacific,France,Location_C,Availability,Consumer preference shift towards premium products,,E-Cigarettes,,,,
2023-08-20 00:00:00,TOBACCO_CATEGORY,Europe,Japan,Location_B,Competition,Market expansion opportunities identified in urban areas,TMO_Epsilon,Nicotine Pouches,,Brand_Z,,
2024-01-14 00:00:00,CONSUMER_FEEDBACK,Africa,Brazil,Location_A,Product Quality,Competitive pricing pressure in premium segment,,Traditional,Marlboro,,,
2023-06-29 00:00:00,CROSS_CATEGORY,Africa,France,Location_E,Pricing,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2023-12-20 00:00:00,CROSS_CATEGORY,Asia Pacific,Germany,Location_A,Product Quality,Stock shortage observed for premium product line,,Accessories,,,,
2024-07-12 00:00:00,INFRA_MAINTENANCE,Latin America,Brazil,Location_E,Product Quality,Competitive pricing pressure in premium segment,,Traditional,,,,
2023-02-13 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Japan,Location_F,Product Quality,Consumer preference shift towards premium products,,E-Cigarettes,Marlboro,,,
2023-04-08 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_G,Service,Market expansion opportunities identified in urban areas,,Heated Tobacco,Philip Morris,,,
2023-02-27 00:00:00,BRAND_SOURCING,Africa,USA,Location_B,Regulatory,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,,,Competitor_1,PMI_Brand_1
2024-03-15 00:00:00,CONSUMER_FEEDBACK,Africa,UK,Location_F,Service,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,HEETS,,,
2024-07-28 00:00:00,TOBACCO_CATEGORY,Latin America,Brazil,Location_F,Competition,Retail partner feedback on product performance,TMO_Gamma,Traditional,,Brand_A,,
2023-08-05 00:00:00,CONSUMER_FEEDBACK,North America,South Africa,Location_A,Service,Service quality issues reported at retail locations,,Accessories,Philip Morris,,,
2023-08-28 00:00:00,BRAND_SOURCING,Europe,Germany,Location_B,Competition,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,,,Competitor_2,PMI_Brand_3
2024-04-09 00:00:00,TOBACCO_CATEGORY,North America,Brazil,Location_C,Pricing,Customer reported price increase concern affecting purchase decisions,TMO_Gamma,Traditional,,Marlboro,,
2024-06-02 00:00:00,CONSUMER_FEEDBACK,Latin America,Italy,Location_A,Service,Market research indicates growth opportunity,,Heated Tobacco,IQOS,,,
2023-05-14 00:00:00,TOBACCO_CATEGORY,North America,Canada,Location_B,Consumer Behavior,Positive feedback on new product launch in the region,TMO_Alpha,Traditional,,Brand_B,,
2024-06-28 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_A,Availability,Competitive pricing pressure in premium segment,,Traditional,Philip Morris,,,
2023-07-02 00:00:00,BRAND_SOURCING,Asia Pacific,France,Location_D,Availability,Price sensitivity observed among younger demographics,,Nicotine Pouches,,,Competitor_2,PMI_Brand_2
2023-05-27 00:00:00,BRAND_SOURCING,North America,Italy,Location_F,Regulatory,Distribution challenges in remote locations,,Heated Tobacco,,,Brand_A,PMI_Brand_1
2023-04-18 00:00:00,BRAND_SOURCING,North America,France,Location_H,Service,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,,,Competitor_1,PMI_Brand_1
2023-02-03 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Canada,Location_H,Competition,Stock shortage observed for premium product line,,Heated Tobacco,,,,
2023-10-31 00:00:00,INFRA_MAINTENANCE,North America,USA,Location_B,Availability,Service quality issues reported at retail locations,,Heated Tobacco,,,,
2024-11-06 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Canada,Location_A,Service,Competitive pricing pressure in premium segment,TMO_Alpha,E-Cigarettes,,Competitor_1,,
2024-01-14 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,UK,Location_H,Competition,Customer reported price increase concern affecting purchase decisions,,Traditional,Philip Morris,,,
2024-07-18 00:00:00,BRAND_SOURCING,Europe,Brazil,Location_E,Availability,Price sensitivity observed among younger demographics,,Traditional,,,Brand_B,PMI_Brand_3
2024-02-10 00:00:00,CROSS_CATEGORY,Asia Pacific,USA,Location_B,Availability,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2023-08-19 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_G,Consumer Behavior,Product availability issues during peak season,TMO_Gamma,Traditional,,PMI_Brand_3,,
2023-01-21 00:00:00,CROSS_CATEGORY,Asia Pacific,France,Location_G,Service,Strong consumer interest in new heated tobacco category,,Traditional,,,,
2024-07-07 00:00:00,BRAND_SOURCING,Europe,UK,Location_C,Pricing,Service training needs identified for retail staff,,Nicotine Pouches,,,Competitor_2,IQOS
2023-08-14 00:00:00,CROSS_CATEGORY,Latin America,Australia,Location_D,Service,Service training needs identified for retail staff,,Traditional,,,,
2023-11-01 00:00:00,CROSS_CATEGORY,Africa,Canada,Location_E,Pricing,Customer satisfaction high with recent product improvements,,Traditional,,,,
2023-05-24 00:00:00,CROSS_CATEGORY,Latin America,Japan,Location_H,Pricing,Consumer switching behavior analysis shows retention improvement,,Accessories,,,,
2023-06-23 00:00:00,TOBACCO_CATEGORY,Latin America,Canada,Location_B,Regulatory,Stock shortage observed for premium product line,TMO_Beta,Accessories,,Brand_Y,,
2023-06-04 00:00:00,BRAND_SOURCING,North America,Italy,Location_F,Pricing,Strong consumer interest in new heated tobacco category,,Heated Tobacco,,,Brand_X,PMI_Brand_1
2024-07-07 00:00:00,INFRA_MAINTENANCE,Latin America,Brazil,Location_D,Pricing,Customer satisfaction high with recent product improvements,,Accessories,,,,
2023-01-23 00:00:00,CONSUMER_FEEDBACK,Africa,Italy,Location_G,Consumer Behavior,Service training needs identified for retail staff,,Traditional,IQOS,,,
2024-01-10 00:00:00,INFRA_MAINTENANCE,Latin America,South Africa,Location_B,Product Quality,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2023-03-15 00:00:00,CONSUMER_FEEDBACK,Europe,Japan,Location_D,Regulatory,Distribution challenges in remote locations,,Traditional,Parliament,,,
2024-07-15 00:00:00,CONSUMER_FEEDBACK,Europe,Canada,Location_G,Pricing,Positive feedback on new product launch in the region,,Heated Tobacco,IQOS,,,
2024-11-30 00:00:00,BRAND_SOURCING,Asia Pacific,Japan,Location_A,Competition,Market expansion opportunities identified in urban areas,,Traditional,,,Brand_A,IQOS
2024-07-27 00:00:00,INFRA_MAINTENANCE,Africa,South Africa,Location_E,Consumer Behavior,New product category showing strong adoption,,Traditional,,,,
2024-02-07 00:00:00,CROSS_CATEGORY,Europe,USA,Location_E,Product Quality,Positive brand perception following marketing campaign,,Traditional,,,,
2023-01-23 00:00:00,CROSS_CATEGORY,North America,UK,Location_H,Pricing,Retail partner feedback on product performance,,Traditional,,,,
2023-09-25 00:00:00,CROSS_CATEGORY,North America,UK,Location_D,Product Quality,Retail partner feedback on product performance,,Accessories,,,,
2023-02-19 00:00:00,CROSS_CATEGORY,North America,Canada,Location_D,Availability,Service training needs identified for retail staff,,E-Cigarettes,,,,
2023-05-25 00:00:00,TOBACCO_CATEGORY,Africa,Germany,Location_G,Consumer Behavior,Market research indicates growth opportunity,TMO_Delta,Accessories,,PMI_Brand_2,,
2023-10-03 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Germany,Location_H,Regulatory,Competitive pricing pressure in premium segment,,Accessories,,,,
2024-01-24 00:00:00,BRAND_SOURCING,Africa,Brazil,Location_D,Consumer Behavior,Stock shortage observed for premium product line,,Traditional,,,Brand_B,PMI_Brand_1
2023-01-22 00:00:00,BRAND_SOURCING,Europe,UK,Location_G,Competition,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,,,Competitor_2,PMI_Brand_1
2023-07-21 00:00:00,CONSUMER_FEEDBACK,Latin America,USA,Location_D,Competition,Regulatory changes affecting product availability,,Accessories,Philip Morris,,,
2024-11-30 00:00:00,BRAND_SOURCING,Africa,France,Location_F,Pricing,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,Brand_A,PMI_Brand_3
2024-02-13 00:00:00,CROSS_CATEGORY,Africa,UK,Location_H,Consumer Behavior,Retail partner feedback on product performance,,Nicotine Pouches,,,,
2023-01-03 00:00:00,CROSS_CATEGORY,Africa,Germany,Location_H,Pricing,Positive brand perception following marketing campaign,,E-Cigarettes,,,,
2023-11-30 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Germany,Location_B,Pricing,Strong consumer interest in new heated tobacco category,TMO_Alpha,Nicotine Pouches,,PMI_Brand_3,,
2023-03-30 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_E,Product Quality,Competitor promotion impacting market share,,Traditional,,,,
2023-01-10 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Germany,Location_C,Regulatory,Retail partner feedback on product performance,TMO_Epsilon,Traditional,,Brand_Y,,
2024-06-14 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_A,Product Quality,Competitive pricing pressure in premium segment,,E-Cigarettes,,,,
2024-05-28 00:00:00,BRAND_SOURCING,Asia Pacific,Italy,Location_C,Product Quality,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,Brand_Y,PMI_Brand_2
2024-08-29 00:00:00,INFRA_MAINTENANCE,North America,France,Location_D,Competition,Service training needs identified for retail staff,,Traditional,,,,
2024-08-04 00:00:00,BRAND_SOURCING,North America,Japan,Location_C,Competition,Regulatory changes affecting product availability,,Heated Tobacco,,,Brand_Y,PMI_Brand_3
2023-02-26 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_B,Product Quality,Stock shortage observed for premium product line,,Nicotine Pouches,,,Brand_Z,Marlboro
2023-04-22 00:00:00,TOBACCO_CATEGORY,Africa,Italy,Location_E,Availability,Strong consumer interest in new heated tobacco category,TMO_Epsilon,Accessories,,Brand_A,,
2023-07-04 00:00:00,INFRA_MAINTENANCE,Asia Pacific,South Africa,Location_E,Regulatory,Competitor promotion impacting market share,,Accessories,,,,
2024-12-23 00:00:00,BRAND_SOURCING,North America,France,Location_G,Service,Competitive pricing pressure in premium segment,,Accessories,,,Brand_X,IQOS
2023-01-18 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_G,Pricing,Service training needs identified for retail staff,,E-Cigarettes,,,,
2024-07-18 00:00:00,TOBACCO_CATEGORY,North America,Japan,Location_A,Competition,Customer reported price increase concern affecting purchase decisions,TMO_Gamma,Heated Tobacco,,IQOS,,
2024-04-01 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_F,Competition,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,,,,
2024-07-21 00:00:00,BRAND_SOURCING,North America,Brazil,Location_D,Consumer Behavior,Competitive pricing pressure in premium segment,,Heated Tobacco,,,Brand_X,PMI_Brand_2
2023-07-18 00:00:00,CROSS_CATEGORY,Europe,Japan,Location_D,Availability,Market expansion opportunities identified in urban areas,,Traditional,,,,
2024-01-28 00:00:00,CONSUMER_FEEDBACK,Africa,Australia,Location_G,Availability,Customer satisfaction high with recent product improvements,,Traditional,HEETS,,,
2023-09-23 00:00:00,INFRA_MAINTENANCE,Asia Pacific,UK,Location_F,Consumer Behavior,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,,
2023-11-11 00:00:00,CROSS_CATEGORY,North America,Australia,Location_C,Regulatory,New product category showing strong adoption,,E-Cigarettes,,,,
2023-03-17 00:00:00,BRAND_SOURCING,Asia Pacific,Australia,Location_B,Availability,Market expansion opportunities identified in urban areas,,Nicotine Pouches,,,Brand_Z,PMI_Brand_3
2024-02-22 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_B,Availability,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,Marlboro,,,
2024-11-13 00:00:00,CROSS_CATEGORY,Africa,Brazil,Location_A,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Accessories,,,,
2023-04-30 00:00:00,TOBACCO_CATEGORY,Africa,USA,Location_B,Service,Competitive pricing pressure in premium segment,TMO_Beta,Heated Tobacco,,IQOS,,
2024-06-05 00:00:00,CROSS_CATEGORY,North America,Canada,Location_F,Consumer Behavior,Product availability issues during peak season,,Traditional,,,,
2023-03-12 00:00:00,TOBACCO_CATEGORY,North America,Japan,Location_G,Regulatory,Customer satisfaction high with recent product improvements,TMO_Delta,Heated Tobacco,,PMI_Brand_3,,
2024-02-22 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_B,Consumer Behavior,Service quality issues reported at retail locations,,Nicotine Pouches,,,,
2024-07-15 00:00:00,BRAND_SOURCING,Africa,Italy,Location_F,Service,Retail partner feedback on product performance,,Nicotine Pouches,,,Brand_Z,Marlboro
2023-01-09 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Italy,Location_G,Pricing,Competitive pricing pressure in premium segment,TMO_Delta,E-Cigarettes,,PMI_Brand_2,,
2024-01-27 00:00:00,CROSS_CATEGORY,Asia Pacific,Canada,Location_C,Service,Competitor promotion impacting market share,,E-Cigarettes,,,,
2024-07-16 00:00:00,CONSUMER_FEEDBACK,Europe,Australia,Location_A,Service,Strong consumer interest in new heated tobacco category,,E-Cigarettes,Parliament,,,
2024-09-13 00:00:00,INFRA_MAINTENANCE,Africa,Brazil,Location_F,Consumer Behavior,Retail partner feedback on product performance,,Heated Tobacco,,,,
2024-08-31 00:00:00,CONSUMER_FEEDBACK,North America,Japan,Location_B,Service,Competitive pricing pressure in premium segment,,Nicotine Pouches,HEETS,,,
2024-04-08 00:00:00,BRAND_SOURCING,Europe,France,Location_A,Availability,Retail partner feedback on product performance,,Accessories,,,Brand_X,PMI_Brand_3
2023-12-02 00:00:00,BRAND_SOURCING,Asia Pacific,USA,Location_G,Product Quality,Consumer preference shift towards premium products,,Heated Tobacco,,,Brand_Z,PMI_Brand_1
2023-04-06 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Australia,Location_C,Product Quality,Market research indicates growth opportunity,,Traditional,,,,
2023-12-23 00:00:00,TOBACCO_CATEGORY,Africa,USA,Location_B,Pricing,Strong consumer interest in new heated tobacco category,TMO_Gamma,Heated Tobacco,,Competitor_2,,
2023-09-25 00:00:00,TOBACCO_CATEGORY,North America,UK,Location_C,Service,Service training needs identified for retail staff,TMO_Epsilon,Accessories,,Marlboro,,
2024-03-08 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_H,Pricing,Price sensitivity observed among younger demographics,,E-Cigarettes,IQOS,,,
2024-02-22 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_F,Service,Service quality issues reported at retail locations,TMO_Epsilon,Accessories,,Brand_A,,
2023-11-26 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_H,Consumer Behavior,Service quality issues reported at retail locations,TMO_Gamma,E-Cigarettes,,Brand_X,,
2024-01-16 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Japan,Location_D,Regulatory,Distribution challenges in remote locations,,Accessories,,,,
2024-02-12 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_F,Availability,Price sensitivity observed among younger demographics,,Traditional,,,,
2023-02-18 00:00:00,TOBACCO_CATEGORY,Europe,USA,Location_B,Product Quality,Regulatory changes affecting product availability,TMO_Alpha,Accessories,,Brand_Y,,
2024-12-23 00:00:00,BRAND_SOURCING,Africa,Canada,Location_H,Competition,Positive brand perception following marketing campaign,,E-Cigarettes,,,Brand_X,PMI_Brand_2
2024-11-21 00:00:00,BRAND_SOURCING,Latin America,Australia,Location_H,Pricing,Consumer preference shift towards premium products,,Accessories,,,Competitor_1,IQOS
2023-11-12 00:00:00,BRAND_SOURCING,Africa,Italy,Location_H,Regulatory,Consumer switching behavior analysis shows retention improvement,,Accessories,,,Competitor_1,PMI_Brand_3
2023-02-23 00:00:00,BRAND_SOURCING,Latin America,Australia,Location_B,Service,Customer satisfaction high with recent product improvements,,Traditional,,,Brand_B,Marlboro
2024-12-21 00:00:00,CROSS_CATEGORY,North America,France,Location_D,Pricing,Consumer preference shift towards premium products,,Nicotine Pouches,,,,
2023-09-27 00:00:00,CONSUMER_FEEDBACK,Africa,Germany,Location_C,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Traditional,Philip Morris,,,
2023-02-06 00:00:00,CROSS_CATEGORY,Africa,South Africa,Location_E,Competition,Positive feedback on new product launch in the region,,Heated Tobacco,,,,
2024-08-29 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_B,Product Quality,Competitor promotion impacting market share,TMO_Beta,Accessories,,PMI_Brand_3,,
2023-09-10 00:00:00,INFRA_MAINTENANCE,North America,Germany,Location_G,Pricing,Customer reported price increase concern affecting purchase decisions,,Heated Tobacco,,,,
2023-01-04 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_D,Pricing,Strong consumer interest in new heated tobacco category,TMO_Delta,E-Cigarettes,,Competitor_1,,
2024-11-15 00:00:00,INFRA_MAINTENANCE,Latin America,USA,Location_F,Competition,Distribution challenges in remote locations,,E-Cigarettes,,,,
2023-12-22 00:00:00,INFRA_MAINTENANCE,Africa,South Africa,Location_E,Pricing,Price sensitivity observed among younger demographics,,E-Cigarettes,,,,
2024-07-20 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Brazil,Location_B,Product Quality,Stock shortage observed for premium product line,,Traditional,IQOS,,,
2024-04-21 00:00:00,CONSUMER_FEEDBACK,Europe,Canada,Location_E,Service,Market expansion opportunities identified in urban areas,,Heated Tobacco,Marlboro,,,
2023-01-28 00:00:00,CROSS_CATEGORY,Africa,Japan,Location_B,Regulatory,Service training needs identified for retail staff,,Heated Tobacco,,,,
2023-06-15 00:00:00,TOBACCO_CATEGORY,Africa,South Africa,Location_G,Competition,Retail partner feedback on product performance,TMO_Delta,Nicotine Pouches,,IQOS,,
2023-05-01 00:00:00,CROSS_CATEGORY,Europe,Italy,Location_F,Product Quality,Competitor promotion impacting market share,,Heated Tobacco,,,,
2023-08-08 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_E,Consumer Behavior,Positive feedback on new product launch in the region,TMO_Beta,Heated Tobacco,,Brand_B,,
2024-05-06 00:00:00,INFRA_MAINTENANCE,Latin America,France,Location_A,Service,Positive feedback on new product launch in the region,,E-Cigarettes,,,,
2023-08-02 00:00:00,BRAND_SOURCING,Latin America,Italy,Location_H,Regulatory,Distribution challenges in remote locations,,Accessories,,,Competitor_2,PMI_Brand_2
2024-07-02 00:00:00,INFRA_MAINTENANCE,Latin America,UK,Location_F,Regulatory,New product category showing strong adoption,,Traditional,,,,
2023-10-20 00:00:00,CONSUMER_FEEDBACK,Africa,USA,Location_E,Competition,Regulatory changes affecting product availability,,Nicotine Pouches,Philip Morris,,,
2024-02-02 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_B,Regulatory,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2024-05-29 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Canada,Location_E,Consumer Behavior,Stock shortage observed for premium product line,,Accessories,IQOS,,,
2023-11-19 00:00:00,TOBACCO_CATEGORY,Europe,South Africa,Location_H,Consumer Behavior,Positive feedback on new product launch in the region,TMO_Gamma,Heated Tobacco,,Brand_A,,
2024-08-17 00:00:00,CONSUMER_FEEDBACK,Europe,France,Location_E,Regulatory,Consumer switching behavior analysis shows retention improvement,,Traditional,IQOS,,,
2024-07-26 00:00:00,CONSUMER_FEEDBACK,North America,UK,Location_G,Product Quality,Customer satisfaction high with recent product improvements,,Traditional,Marlboro,,,
2024-11-20 00:00:00,CROSS_CATEGORY,Asia Pacific,South Africa,Location_H,Regulatory,Positive feedback on new product launch in the region,,Accessories,,,,
2024-04-20 00:00:00,CONSUMER_FEEDBACK,Europe,Brazil,Location_G,Product Quality,Strong consumer interest in new heated tobacco category,,Heated Tobacco,Parliament,,,
2023-08-19 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_E,Consumer Behavior,Competitor promotion impacting market share,,Nicotine Pouches,,,Brand_X,PMI_Brand_3
2024-11-29 00:00:00,CROSS_CATEGORY,Latin America,France,Location_D,Product Quality,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2023-02-07 00:00:00,CONSUMER_FEEDBACK,Europe,USA,Location_H,Pricing,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,Philip Morris,,,
2024-01-16 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_B,Service,New product category showing strong adoption,TMO_Alpha,Heated Tobacco,,PMI_Brand_3,,
2024-07-07 00:00:00,BRAND_SOURCING,Africa,Canada,Location_A,Product Quality,Stock shortage observed for premium product line,,Heated Tobacco,,,Competitor_1,IQOS
2024-11-24 00:00:00,CROSS_CATEGORY,Latin America,Japan,Location_D,Product Quality,Competitive pricing pressure in premium segment,,Heated Tobacco,,,,
2024-10-12 00:00:00,TOBACCO_CATEGORY,Africa,Australia,Location_F,Pricing,Product availability issues during peak season,TMO_Epsilon,Heated Tobacco,,Brand_A,,
2024-01-31 00:00:00,BRAND_SOURCING,Asia Pacific,South Africa,Location_A,Competition,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,Brand_B,Marlboro
2024-01-25 00:00:00,INFRA_MAINTENANCE,Europe,Italy,Location_G,Consumer Behavior,Product availability issues during peak season,,Heated Tobacco,,,,
2023-06-04 00:00:00,CROSS_CATEGORY,North America,Brazil,Location_C,Consumer Behavior,Positive brand perception following marketing campaign,,Nicotine Pouches,,,,
2023-10-13 00:00:00,CONSUMER_FEEDBACK,North America,South Africa,Location_G,Regulatory,Customer satisfaction high with recent product improvements,,Heated Tobacco,Marlboro,,,
2024-07-16 00:00:00,CROSS_CATEGORY,Latin America,Italy,Location_G,Availability,Competitor promotion impacting market share,,Accessories,,,,
2023-03-30 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_E,Competition,New product category showing strong adoption,TMO_Alpha,Accessories,,PMI_Brand_2,,
2023-04-23 00:00:00,CROSS_CATEGORY,Latin America,Australia,Location_G,Service,Customer satisfaction high with recent product improvements,,Accessories,,,,
2023-08-21 00:00:00,CONSUMER_FEEDBACK,Africa,Italy,Location_B,Consumer Behavior,Price sensitivity observed among younger demographics,,E-Cigarettes,IQOS,,,
2024-02-12 00:00:00,INFRA_MAINTENANCE,Africa,Italy,Location_F,Availability,Product availability issues during peak season,,Heated Tobacco,,,,
